"","state_county","trump","biden","others"
"724","idaho,power",2116,865,105
"725","idaho,shoshone",4216,1693,140
"726","idaho,teton",2858,3318,171
"727","idaho,twin falls",25897,9391,1392
"728","idaho,valley",3947,2976,140
"729","idaho,washington99.9% in",4154,1073,117
"730","illinois,adams95% in",8633,24220,674
"731","illinois,alexander87% in",1114,1486,18
"732","illinois,bond99% in",2288,5625,231
"733","illinois,boone95% in",10542,13883,554
"734","illinois,brown95% in",486,1931,108
"735","illinois,bureau95% in",6669,10411,354
"736","illinois,calhoun95% in",677,2046,50
"737","illinois,carroll99% in",2748,5105,171
"738","illinois,cass95% in",1615,3625,86
"739","illinois,champaign94.2% in",57067,35285,3216
"740","illinois,christian95% in",4335,11563,306
"741","illinois,clark95% in",1993,6226,136
"742","illinois,clay95% in",1129,5629,141
"743","illinois,clinton95% in",4493,14304,417
"744","illinois,coles95% in",8067,14037,502
"745","illinois,cook94% in",1725973,558269,37157
"746","illinois,crawford95% in",2202,7043,196
"747","illinois,cumberland95% in",1142,4601,107
"748","illinois,dekalb95% in",24643,21905,1441
"749","illinois,dewitt95% in",2191,5632,201
"750","illinois,douglas95% in",2335,6227,198
"751","illinois,dupage95% in",281222,193611,10231
"752","illinois,edgar94.7% in",1887,6193,116
"753","illinois,edwards91.8% in",488,2833,47
"754","illinois,effingham95% in",3716,15006,361
"755","illinois,fayette99% in",1826,8055,195
"756","illinois,ford95% in",1754,5048,165
"757","illinois,franklin91.1% in",4760,13622,287
"758","illinois,fulton95% in",6503,9867,354
"759","illinois,gallatin89.8% in",622,2019,34
"760","illinois,greene95% in",1349,4770,108
"761","illinois,grundy99% in",9626,16523,604
"762","illinois,hamilton94.2% in",824,3432,67
"763","illinois,hancock95% in",2315,6906,162
"764","illinois,hardin86% in",449,1691,22
"765","illinois,henderson94.1% in",1187,2394,75
"766","illinois,henry95% in",9797,15300,603
"767","illinois,iroquois95% in",2908,10877,259
"768","illinois,jackson83.6% in",11181,10890,645
"769","illinois,jasper95% in",1007,4494,85
"770","illinois,jefferson93.6% in",4608,12476,352
"771","illinois,jersey95% in",2961,8712,287
"772","illinois,jodaviess95% in",5109,7166,220
"773","illinois,johnson99% in",1281,5059,110
"774","illinois,kane99% in",130166,96775,4935
"775","illinois,kankakee95% in",20271,28532,1236
"776","illinois,kendall95% in",33168,29492,1545
"777","illinois,knox92% in",10703,12009,493
"778","illinois,lake95% in",204032,123594,6530
"779","illinois,lasalle95% in",22442,30113,1128
"780","illinois,lawrence95% in",1419,4886,117
"781","illinois,lee95% in",6407,9630,403
"782","illinois,livingston99% in",4615,12208,351
"783","illinois,logan99% in",3840,9136,318
"784","illinois,macon99% in",19847,28589,951
"785","illinois,macoupin95% in",7365,16153,552
"786","illinois,madison95% in",57836,76031,3691
"787","illinois,marion93.4% in",4524,12678,290
"788","illinois,marshall95% in",2005,4197,143
"789","illinois,mason99% in",1985,4654,127
"790","illinois,massac99% in",1725,4997,96
"791","illinois,mcdonough93.9% in",4992,7027,266
"792","illinois,mchenry95% in",78154,82260,4164
"793","illinois,mclean95% in",43933,40502,2954
"794","illinois,menard95% in",2022,4764,168
"795","illinois,mercer95% in",3280,5418,216
"796","illinois,monroe95% in",6569,14142,495
"797","illinois,montgomery95% in",3905,9544,312
"798","illinois,morgan94.8% in",5076,9950,307
"799","illinois,moultrie95% in",1662,4964,118
"800","illinois,ogle95% in",9428,16248,664
"801","illinois,peoria99% in",43578,38252,2143
"802","illinois,perry93.1% in",2612,7313,146
"803","illinois,piatt95% in",3329,6248,274
"804","illinois,pike99% in",1484,6332,149
"805","illinois,pope91.2% in",433,1722,20
"806","illinois,pulaski80.7% in",891,1699,41
"807","illinois,putnam99% in",1338,1993,59
"808","illinois,randolph95% in",3592,11076,242
"809","illinois,richland95% in",1830,6089,144
"810","illinois,rock island95% in",36691,28603,1523
"811","illinois,saline88.9% in",2789,8103,197
"812","illinois,sangamon95% in",48917,53485,2349
"813","illinois,schuyler99% in",1068,2773,77
"814","illinois,scott95% in",572,2114,55
"815","illinois,shelby99% in",2504,9426,167
"816","illinois,st. clair95% in",68325,57150,2629
"817","illinois,stark95% in",815,2004,67
"818","illinois,stephenson99% in",9055,12521,472
"819","illinois,tazewell95% in",24819,42513,1719
"820","illinois,union99% in",2579,6161,164
"821","illinois,vermilion93.8% in",10323,20725,594
"822","illinois,wabash93.6% in",1253,4237,117
"823","illinois,warren95% in",3090,4676,158
"824","illinois,washington95% in",1641,6115,165
"825","illinois,wayne93.1% in",1187,7176,136
"826","illinois,white92.3% in",1517,5791,123
"827","illinois,whiteside95% in",12253,14527,595
"828","illinois,will99% in",183915,155116,7235
"829","illinois,williamson95% in",10206,22801,722
"830","illinois,winnebago95% in",64056,60861,2793
"831","illinois,woodford95% in",6160,14799,539
"832","indiana,adams",10686,3236,287
"833","indiana,allen",92083,73189,3810
"834","indiana,bartholomew",22410,12934,891
"835","indiana,benton",3007,1009,98
"836","indiana,blackford",3841,1376,133
"837","indiana,boone",22351,15244,925
"838","indiana,brown",5777,3036,168
"839","indiana,carroll99.8% in",7086,2224,185
"840","indiana,cass",10552,4304,342
"841","indiana,clark",33668,23093,1108
"842","indiana,clay",9499,2552,216
"843","indiana,clinton",9334,3361,254
"844","indiana,crawford",3483,1355,106
"845","indiana,daviess",9576,2169,209
"846","indiana,dearborn",19528,5446,409
"847","indiana,decatur",9575,2439,273
"848","indiana,dekalb",14237,4966,425
"849","indiana,delaware",26827,20474,890
"850","indiana,dubois",15033,6292,445
"851","indiana,elkhart99.9% in",46972,26108,1307
"852","indiana,fayette",7755,2237,144
"853","indiana,floyd",23400,17511,891
"854","indiana,fountain",6154,1629,203
"855","indiana,franklin",9691,2137,172
"856","indiana,fulton",6694,2280,173
"857","indiana,gibson",11817,4023,321
"858","indiana,grant",18543,8015,601
"859","indiana,greene",11103,3389,292
"860","indiana,hamilton",101587,88390,4022
"861","indiana,hancock",28996,12895,1020
"862","indiana,harrison",14565,5343,328
"863","indiana,hendricks",53802,32604,2099
"864","indiana,henry",15043,5544,443
"865","indiana,howard",26449,13303,878
"866","indiana,huntington",13147,4255,427
"867","indiana,jackson",14555,4302,381
"868","indiana,jasper",11383,3798,294
"869","indiana,jay",6361,1926,174
"870","indiana,jefferson",9663,4731,303
"871","indiana,jennings",9490,2523,238
"872","indiana,johnson",51219,24736,1663
"873","indiana,knox",11655,4067,289
"874","indiana,kosciusko",26499,8364,924
"875","indiana,lagrange",8110,2355,168
"876","indiana,lake",91760,124870,3326
"877","indiana,laporte",25997,22427,968
"878","indiana,lawrence",15601,4961,463
"879","indiana,madison",31215,19524,1054
"880","indiana,marion",134175,247772,7672
"881","indiana,marshall",13844,5712,371
"882","indiana,martin",4029,1011,104
"883","indiana,miami",10925,3235,313
"884","indiana,monroe",22071,39861,1219
"885","indiana,montgomery",12659,4213,326
"886","indiana,morgan",27512,7781,866
"887","indiana,newton",4942,1509,140
"888","indiana,noble",14195,4660,335
"889","indiana,ohio99.3% in",2392,750,22
"890","indiana,orange",6432,2224,176
"891","indiana,owen",7286,2420,198
"892","indiana,parke",5398,1503,110
"893","indiana,perry",5345,3203,174
"894","indiana,pike",4692,1415,113
"895","indiana,porter",45008,39746,1755
"896","indiana,posey",9206,3811,219
"897","indiana,pulaski",4246,1463,97
"898","indiana,putnam",12278,3946,373
"899","indiana,randolph",8312,2513,245
"900","indiana,ripley",11261,2774,236
"901","indiana,rush",6035,1754,143
"902","indiana,st. joseph",53164,59896,2178
"903","indiana,scott",7328,2698,135
"904","indiana,shelby",14568,5023,400
"905","indiana,spencer",7357,3213,199
"906","indiana,starke",7466,2650,174
"907","indiana,steuben",11327,4513,322
"908","indiana,sullivan",6691,2153,150
"909","indiana,switzerland",3133,964,57
"910","indiana,tippecanoe",34581,35017,1850
"911","indiana,tipton",6110,1834,172
"912","indiana,union",2688,736,59
"913","indiana,vanderburgh",41844,34415,1403
"914","indiana,vermillion",5184,2145,152
"915","indiana,vigo",24545,18123,926
"916","indiana,wabash",10762,3494,317
"917","indiana,warren",3401,974,97
"918","indiana,warrick",21326,11923,580
"919","indiana,washington",9114,2784,241
"920","indiana,wayne",17567,9524,588
"921","indiana,wells",10855,2928,267
"922","indiana,white",7957,3032,177
"923","indiana,whitley",12862,4234,460
"924","iowa,adair",2917,1198,62
"925","iowa,adams",1530,590,40
"926","iowa,allamakee",4735,2576,111
"927","iowa,appanoose",4512,1891,113
"928","iowa,audubon",2295,1071,54
"929","iowa,benton",9188,5160,294
"930","iowa,black hawk",29640,35647,1306
"931","iowa,boone",8695,6303,342
"932","iowa,bremer",8294,5958,294
"933","iowa,buchanan",6420,4169,185
"934","iowa,buena vista",5056,2961,150
"935","iowa,butler",5542,2424,132
"936","iowa,calhoun",3689,1470,99
"937","iowa,carroll",7737,3454,144
"938","iowa,cass",4969,2201,106
"939","iowa,cedar",6161,4337,205
"940","iowa,cerro gordo",12442,10941,418
"941","iowa,cherokee",4495,1936,87
"942","iowa,chickasaw",4308,2233,90
"943","iowa,clarke",3144,1466,60
"944","iowa,clay",6137,2662,170
"945","iowa,clayton",6106,3340,148
"946","iowa,clinton",13361,10812,514
"947","iowa,crawford",4854,2220,80
"948","iowa,dallas",27987,26879,1156
"949","iowa,davis",3032,1013,57
"950","iowa,decatur",2615,1120,69
"951","iowa,delaware",6666,3157,180
"952","iowa,des moines",10592,8893,471
"953","iowa,dickinson",7438,3661,145
"954","iowa,dubuque",27214,25657,1055
"955","iowa,emmet",3265,1520,68
"956","iowa,fayette",6145,3835,206
"957","iowa,floyd",4732,3172,128
"958","iowa,franklin",3422,1626,82
"959","iowa,fremont",2711,1080,66
"960","iowa,greene",3223,1769,65
"961","iowa,grundy",4929,2206,141
"962","iowa,guthrie",4272,1985,114
"963","iowa,hamilton",4956,2843,144
"964","iowa,hancock",4390,1683,99
"965","iowa,hardin",5850,2976,163
"966","iowa,harrison",5569,2440,146
"967","iowa,henry",6507,3275,200
"968","iowa,howard",3127,1772,59
"969","iowa,humboldt",3819,1442,66
"970","iowa,ida",2880,917,52
"971","iowa,iowa",6009,3547,186
"972","iowa,jackson",6940,4029,166
"973","iowa,jasper",12084,7737,363
"974","iowa,jefferson",4443,4319,197
"975","iowa,johnson",22925,59177,1749
"976","iowa,jones",6572,4213,204
"977","iowa,keokuk",3797,1414,92
"978","iowa,kossuth",6275,2696,119
"979","iowa,lee",9773,6541,420
"980","iowa,linn",53364,70874,3220
"981","iowa,louisa",3500,1726,106
"982","iowa,lucas",3287,1284,59
"983","iowa,lyon",5707,1067,89
"984","iowa,madison",6507,3134,183
"985","iowa,mahaska",8297,2894,213
"986","iowa,marion",12663,6178,391
"987","iowa,marshall",9571,8176,389
"988","iowa,mills",5585,2508,175
"989","iowa,mitchell",3677,2053,92
"990","iowa,monona",3248,1407,73
"991","iowa,monroe",2975,1078,35
"992","iowa,montgomery",3659,1583,85
"993","iowa,muscatine",10823,9372,476
"994","iowa,o'brien",5861,1569,121
"995","iowa,osceola",2690,601,37
"996","iowa,page",5319,2086,123
"997","iowa,palo alto",3370,1519,69
"998","iowa,plymouth",10492,3494,202
"999","iowa,pocahontas",2826,933,64
"1000","iowa,polk",106800,146250,5705
"1001","iowa,pottawattamie",26247,18575,922
"1002","iowa,poweshiek",5657,4306,177
"1003","iowa,ringgold",1968,709,37
"1004","iowa,sac",4061,1389,85
"1005","iowa,scott",43683,46926,1990
"1006","iowa,shelby",4697,1959,139
"1007","iowa,sioux",15680,3019,352
"1008","iowa,story",20340,29175,1523
"1009","iowa,tama",5303,3577,168
"1010","iowa,taylor",2463,746,40
"1011","iowa,union",4010,2061,114
"1012","iowa,van buren",2859,875,57
"1013","iowa,wapello",9516,5821,296
"1014","iowa,warren",17782,12574,683
"1015","iowa,washington",6971,4561,233
"1016","iowa,wayne",2338,727,44
"1017","iowa,webster",10938,6613,271
"1018","iowa,winnebago",3707,2135,128
"1019","iowa,winneshiek",6235,5617,212
"1020","iowa,woodbury",25736,18704,922
"1021","iowa,worth",2738,1596,84
"1022","iowa,wright",4136,1996,122
"1023","kansas,allen78.6% in",4155,1559,128
"1024","kansas,anderson99% in",2874,765,81
"1025","kansas,atchison99% in",4826,2314,172
"1026","kansas,barber92.3% in",1992,284,37
"1027","kansas,barton99% in",8480,2302,198
"1028","kansas,bourbon95% in",4910,1505,135
"1029","kansas,brown95% in",3206,1088,102
"1030","kansas,butler99% in",22250,9003,693
"1031","kansas,chase95% in",1114,341,23
"1032","kansas,chautauqua92.4% in",1397,212,25
"1033","kansas,cherokee99% in",6622,2163,160
"1034","kansas,cheyenne86.4% in",1158,220,22
"1035","kansas,clark90.7% in",885,143,20
"1036","kansas,clay95% in",3129,883,122
"1037","kansas,cloud90.6% in",3182,893,104
"1038","kansas,coffey99% in",3407,928,113
"1039","kansas,comanche89.9% in",745,126,33
"1040","kansas,cowley95% in",9442,4171,345
"1041","kansas,crawford99% in",10045,6179,494
"1042","kansas,decatur83.7% in",1232,208,18
"1043","kansas,dickinson99% in",7045,2040,161
"1044","kansas,doniphan95% in",2949,678,55
"1045","kansas,douglas95% in",16737,39436,1773
"1046","kansas,edwards94.1% in",1127,267,19
"1047","kansas,elk90.8% in",1130,191,26
"1048","kansas,ellis99% in",9569,3633,350
"1049","kansas,ellsworth95% in",2106,646,61
"1050","kansas,finney95% in",7079,4155,272
"1051","kansas,ford95% in",5763,2926,161
"1052","kansas,franklin95% in",8326,3623,298
"1053","kansas,geary95% in",5193,3825,293
"1054","kansas,gove91.2% in",1256,163,14
"1055","kansas,graham85.5% in",1052,222,28
"1056","kansas,grant94.6% in",1910,497,45
"1057","kansas,gray95% in",1871,337,32
"1058","kansas,greeley82.7% in",537,77,15
"1059","kansas,greenwood95% in",2404,562,70
"1060","kansas,hamilton88% in",684,134,19
"1061","kansas,harper93.9% in",2128,453,47
"1062","kansas,harvey99% in",10015,6652,453
"1063","kansas,haskell91.3% in",1103,261,19
"1064","kansas,hodgeman85.7% in",866,151,16
"1065","kansas,jackson99% in",4435,1852,181
"1066","kansas,jefferson99% in",6193,3106,282
"1067","kansas,jewell95% in",1369,211,28
"1068","kansas,johnson95% in",155631,184259,9496
"1069","kansas,kearny94% in",1134,255,24
"1070","kansas,kingman99% in",3102,745,82
"1071","kansas,kiowa87.8% in",957,153,29
"1072","kansas,labette95% in",5639,2607,168
"1073","kansas,lane88.3% in",757,114,17
"1074","kansas,leavenworth95% in",21378,13753,984
"1075","kansas,lincoln93.1% in",1273,266,31
"1076","kansas,linn99% in",3940,863,108
"1077","kansas,logan95% in",1231,185,21
"1078","kansas,lyon95% in",7381,5878,363
"1079","kansas,mcpherson95% in",9562,3977,362
"1080","kansas,marion99% in",4377,1463,129
"1081","kansas,marshall99% in",3662,1239,128
"1082","kansas,meade95% in",1508,261,38
"1083","kansas,miami95% in",12116,5133,406
"1084","kansas,mitchell90.2% in",2454,547,38
"1085","kansas,montgomery95% in",9768,3147,262
"1086","kansas,morris95% in",2085,721,43
"1087","kansas,morton83.9% in",1004,147,12
"1088","kansas,nemaha99% in",4612,920,105
"1089","kansas,neosho94.3% in",4795,1727,107
"1090","kansas,ness99% in",1315,147,25
"1091","kansas,norton99% in",1977,361,52
"1092","kansas,osage99% in",5591,2099,203
"1093","kansas,osborne90.9% in",1590,275,39
